CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,PhoneNumber,Address
19790,MRS.,AMY,WU,10/26/1956,S,F,amy14@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N,(555) 838-4004,"3794 Elm Street, Chicago, NY 39577"
19791,MR.,WARREN,ZHOU,04/08/1956,S,M,warren24@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y,(123) 478-2813,"6427 Elm Street, New York, CA 67748"
19792,MRS.,CRISTINA,NARA,8/26/1957,S,F,cristina15@adventure-works.com,"$70,000 ",2,High School,Professional,N,(123) 191-6044,"9941 Park Avenue, Chicago, IL 12503"
19793,MRS.,TINA,SMITH,5/22/1957,S,F,tina10@adventure-works.com,"$70,000 ",2,High School,Professional,Y,(555) 956-9787,"4823 Park Avenue, New York, IL 36648"
19794,MR.,DANNY,ORTEGA,11/12/1957,S,M,danny23@adventure-works.com,"$70,000 ",2,High School,Professional,Y,(123) 239-8807,"5039 Park Avenue, New York, IL 91160"
19795,MR.,CASEY,NAVARRO,1/13/1958,M,M,casey33@adventure-works.com,"$100,000 ",1,Bachelors,Management,Y,(123) 585-8433,"9384 Park Avenue, Los Angeles, NY 19077"
19796,MR.,MARSHALL,XIE,11/13/1958,S,M,marshall24@adventure-works.com,"$120,000 ",5,Bachelors,Management,Y,(555) 322-4108,"9004 Park Avenue, Chicago, CA 23971"
19797,MR.,CLARENCE,LIU,11/24/1958,S,M,clarence40@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,(123) 138-2893,"9325 Elm Street, Chicago, CA 88802"
19799,MR.,AUSTIN,TAYLOR,6/17/1973,S,M,austin46@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y,(555) 211-1266,"1432 Elm Street, Chicago, CA 17128"
19800,MS.,LAUREN,WHITE,3/13/1973,S,F,lauren31@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,(555) 778-3670,"2414 Park Avenue, Los Angeles, IL 96101"
19801,MR.,JOHN,LEE,10/08/1974,S,M,john56@adventure-works.com,"$30,000 ",0,High School,Professional,Y,(789) 395-8929,"3301 Main Street, Chicago, CA 94246"
19802,MS.,SARA,JAMES,7/13/1974,S,F,sara8@adventure-works.com,"$30,000 ",0,High School,Professional,N,(123) 487-1564,"2747 Main Street, Chicago, CA 59661"
19803,MR.,JERMAINE,MEHTA,10/08/1974,S,M,jermaine12@adventure-works.com,"$30,000 ",0,Partial High School,Skilled Manual,N,(789) 211-3382,"7889 Elm Street, New York, NY 98700"
19804,MR.,CAMERON,FOSTER,8/17/1974,S,M,cameron11@adventure-works.com,"$60,000 ",0,Partial College,Professional,N,(555) 651-1288,"6164 Elm Street, Chicago, IL 77992"
19805,MS.,MARIAH,BUTLER,08/06/1974,S,F,mariah19@adventure-works.com,"$60,000 ",0,Partial College,Professional,N,(555) 905-2034,"2617 Park Avenue, New York, NY 78306"
19806,MS.,NANCY,PEREZ,2/22/1974,S,F,nancy24@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y,(555) 661-3550,"9435 Park Avenue, New York, NY 78532"
19807,,SHANNON,ZHAO,4/24/1959,M,,shannon11@adventure-works.com,"$110,000 ",1,Bachelors,Management,Y,(555) 163-3816,"2138 Main Street, Los Angeles, IL 70456"
19808,MS.,BROOKE,KELLY,1/26/1966,M,F,brooke2@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,(123) 562-2880,"7947 Park Avenue, New York, IL 83358"
19809,MR.,ERIC,SHARMA,10/24/1966,M,M,eric38@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,(123) 984-3208,"806 Elm Street, Los Angeles, CA 58907"
19810,MR.,OSCAR,LONG,10/15/1957,S,M,oscar17@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(555) 182-5550,"7517 Elm Street, Chicago, NY 96512"
19811,MR.,EVAN,ALLEN,10/22/1957,M,M,evan42@adventure-works.com,"$60,000 ",2,High School,Professional,N,(123) 107-5863,"6782 Main Street, Los Angeles, CA 35256"
19812,MRS.,SYDNEY,MORGAN,8/17/1957,S,F,sydney6@adventure-works.com,"$70,000 ",2,Partial College,Professional,Y,(555) 235-4528,"5507 Main Street, New York, IL 42273"
19813,MRS.,REBECCA,PEREZ,1/16/1957,M,F,rebecca14@adventure-works.com,"$80,000 ",2,Bachelors,Management,Y,(123) 858-3964,"7590 Main Street, New York, NY 94118"
19814,MR.,BLAKE,WASHINGTON,02/12/1957,M,M,blake61@adventure-works.com,"$80,000 ",2,Bachelors,Management,Y,(789) 216-8056,"3517 Main Street, New York, IL 59212"
19815,MR.,CHRISTIAN,THOMPSON,04/08/1957,M,M,christian51@adventure-works.com,"$80,000 ",2,Bachelors,Management,Y,(123) 779-2629,"3118 Main Street, Los Angeles, IL 24014"
19816,MR.,LUCAS,BROWN,11/19/1957,M,M,lucas17@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y,(555) 512-4203,"6911 Park Avenue, Chicago, CA 95403"
19817,MRS.,MORGAN,FLORES,08/08/1956,S,F,morgan82@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(555) 840-7258,"280 Main Street, Los Angeles, IL 93188"
19818,MRS.,BRIANNA,ANDERSON,1/18/1956,M,F,brianna8@adventure-works.com,"$60,000 ",2,High School,Professional,N,(123) 853-7836,"6616 Main Street, Chicago, CA 56682"
19819,MR.,ANDREW,BROWN,05/12/1956,M,M,andrew13@adventure-works.com,"$60,000 ",2,High School,Professional,N,(555) 756-2748,"6656 Park Avenue, New York, NY 13037"
19820,MRS.,ALEXANDRA,COLEMAN,03/03/1956,M,F,alexandra29@adventure-works.com,"$60,000 ",2,High School,Professional,N,(123) 508-3174,"4443 Main Street, Chicago, CA 94495"
19822,MR.,CARLOS,ADAMS,1/27/1965,M,M,carlos42@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y,(555) 162-5714,"6160 Elm Street, Los Angeles, IL 34027"
19823,MRS.,ABIGAIL,FOSTER,10/27/1965,M,F,abigail41@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y,(789) 332-8986,"7171 Main Street, New York, IL 23401"
19824,MR.,JORDAN,PERRY,5/16/1965,S,M,jordan4@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y,(789) 430-5878,"3663 Park Avenue, Los Angeles, NY 31938"
19825,MR.,GILBERT,FERRIER,2/13/1965,M,M,gilbert42@adventure-works.com,"$120,000 ",2,Bachelors,Management,Y,(789) 187-1606,"1331 Park Avenue, New York, IL 63593"
19826,MR.,CLARENCE,ZHAO,08/05/1964,S,M,clarence6@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y,(789) 115-7723,"117 Elm Street, Chicago, NY 27712"
19827,MR.,JUSTIN,SMITH,03/11/1964,M,M,justin32@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y,(555) 517-3141,"8654 Park Avenue, Chicago, NY 35273"
19828,MRS.,MADISON,WILSON,01/06/1964,M,F,madison7@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y,(789) 904-8329,"1717 Main Street, Los Angeles, IL 84308"
19829,MR.,LUCAS,MITCHELL,09/03/1963,S,M,lucas3@adventure-works.com,"$60,000 ",3,Graduate Degree,Professional,N,(123) 729-6700,"260 Main Street, New York, CA 66055"
19830,MRS.,GABRIELLE,LONG,12/24/1962,S,F,gabrielle32@adventure-works.com,"$70,000 ",1,Bachelors,Professional,Y,(789) 466-5655,"5493 Elm Street, New York, NY 46273"
19831,MR.,CHARLES,GREEN,8/23/1962,M,M,charles34@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y,(555) 228-9731,"5832 Park Avenue, Los Angeles, CA 13120"
19832,MRS.,SHEILA,HERNANDEZ,11/25/1961,M,F,sheila4@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,N,(789) 481-6848,"7949 Main Street, Los Angeles, CA 66939"
19833,MRS.,MICHELLE,KELLY,2/22/1942,M,F,michelle4@adventure-works.com,"$50,000 ",4,Bachelors,Management,Y,(789) 371-3547,"1826 Elm Street, New York, NY 40134"
19834,MR.,JOHNNY,SHARMA,08/05/1942,M,M,johnny10@adventure-works.com,"$50,000 ",4,Bachelors,Management,Y,(789) 246-1741,"6756 Elm Street, Los Angeles, CA 11234"
19835,MRS.,JORDAN,ALLEN,01/09/1942,M,F,jordan52@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y,(789) 288-9029,"3874 Main Street, New York, CA 83028"
19836,MR.,KEVIN,JAI,08/05/1942,M,M,kevin35@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,N,(555) 973-8987,"829 Elm Street, Chicago, IL 34633"
19837,MR.,PHILIP,JIMENEZ,03/11/1942,M,M,philip5@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(123) 222-2880,"5726 Main Street, New York, IL 82319"
19838,MR.,JARED,RAMIREZ,10/18/1942,M,M,jared10@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(789) 177-2799,"6972 Elm Street, New York, CA 38747"
19839,MRS.,CARLY,YUAN,7/23/1943,M,F,carly6@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,N,(789) 240-9507,"7585 Park Avenue, Los Angeles, IL 31373"
19840,MRS.,JESSICA,JAMES,09/11/1943,M,F,jessica20@adventure-works.com,"$60,000 ",4,Graduate Degree,Management,Y,(123) 196-6419,"5251 Main Street, Los Angeles, CA 30702"
19841,MRS.,ALEXANDRIA,JENKINS,10/04/1943,M,F,alexandria7@adventure-works.com,"$70,000 ",5,Bachelors,Management,N,(789) 456-2755,"2217 Elm Street, Chicago, NY 26555"
19842,MRS.,KATHERINE,PHILLIPS,05/02/1943,M,F,katherine54@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(555) 942-4302,"1006 Elm Street, Los Angeles, IL 39419"
19843,MR.,CONNOR,KUMAR,6/20/1943,S,M,connor23@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(555) 933-8194,"8696 Main Street, New York, NY 82903"
19844,MRS.,EMMA,MURPHY,09/03/1943,M,F,emma32@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(123) 963-4494,"8069 Elm Street, New York, IL 42357"
19845,MR.,FERNANDO,HERNANDEZ,02/08/1943,M,M,fernando24@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(123) 399-5972,"906 Elm Street, New York, IL 16012"
19846,MR.,SETH,PATTERSON,10/22/1943,M,M,seth58@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(555) 954-1018,"9947 Park Avenue, Chicago, IL 15022"
19847,MR.,BRENDAN,ANAND,2/26/1943,S,M,brendan20@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(123) 365-2228,"1018 Park Avenue, Los Angeles, IL 61675"
19848,MR.,BRYANT,MALHOTRA,2/13/1943,M,M,bryant5@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y,(123) 406-4339,"1069 Elm Street, New York, CA 15615"
19849,MR.,JORGE,WU,4/15/1944,M,M,jorge8@adventure-works.com,"$40,000 ",4,High School,Professional,N,(555) 786-2397,"2368 Main Street, New York, NY 10501"
19850,MR.,JEREMIAH,HILL,7/17/1944,M,M,jeremiah16@adventure-works.com,"$40,000 ",4,High School,Professional,N,(555) 933-9667,"5842 Elm Street, New York, CA 25611"
19851,MR.,LOUIS,PAL,06/04/1945,S,M,louis28@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,(123) 802-8590,"4439 Park Avenue, Chicago, IL 95187"
19852,MR.,ERIC,CARTER,10/23/1945,S,M,eric52@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(789) 406-2340,"1904 Elm Street, Los Angeles, IL 63392"
19853,MR.,RICKY,RAMOS,8/13/1946,M,M,ricky18@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(123) 736-2303,"7363 Park Avenue, New York, CA 81641"
19854,MRS.,KATHERINE,HALL,10/17/1946,S,F,katherine95@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(555) 178-7139,"3483 Park Avenue, Los Angeles, NY 13003"
19855,MR.,JOHN,SMITH,2/26/1946,M,M,john37@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(555) 665-6830,"2047 Main Street, New York, CA 22305"
19856,,TAMMY,MADAN,6/16/1946,M,,tammy8@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,(789) 544-4630,"9269 Main Street, Los Angeles, IL 41430"
19857,MRS.,MEGAN,ROGERS,9/13/1946,S,F,megan30@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,(555) 706-8892,"5639 Park Avenue, Chicago, CA 18352"
19858,MRS.,JENNA,COLLINS,10/23/1946,M,F,jenna2@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,(123) 689-3375,"746 Main Street, New York, NY 61713"
19859,MRS.,LISA,ZHAO,07/11/1946,M,F,lisa14@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,(123) 798-6088,"5089 Park Avenue, Los Angeles, CA 29007"
19860,MRS.,SARA,YOUNG,10/13/1947,S,F,sara44@adventure-works.com,"$70,000 ",2,Partial College,Professional,Y,(123) 929-7630,"8626 Elm Street, Chicago, IL 50707"
19861,MRS.,CAROLINE,PERRY,09/04/1947,M,F,caroline9@adventure-works.com,"$70,000 ",2,Partial College,Professional,Y,(123) 945-4802,"2767 Elm Street, Chicago, NY 18475"
19862,MRS.,EMILY,HARRIS,08/10/1948,M,F,emily14@adventure-works.com,"$40,000 ",2,High School,Professional,N,(555) 651-3051,"5025 Main Street, Los Angeles, IL 57737"
19863,MRS.,PAIGE,POWELL,9/13/1948,M,F,paige9@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(789) 423-4834,"7234 Main Street, New York, NY 11354"
19864,MR.,ISAIAH,BROOKS,12/17/1948,M,M,isaiah1@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(123) 767-4891,"7633 Elm Street, Chicago, NY 58562"
19865,MRS.,HAILEY,BUTLER,02/05/1948,M,F,hailey34@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(555) 316-3860,"660 Park Avenue, New York, CA 95325"
19866,MR.,MARTIN,PATEL,6/17/1948,M,M,martin8@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(789) 557-8187,"7263 Park Avenue, New York, NY 47275"
19868,MR.,KYLE,JENKINS,12/24/1948,S,M,kyle2@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y,(123) 205-4589,"1513 Elm Street, Los Angeles, CA 94180"
19869,MRS.,CAROL,BROOKS,5/21/1948,M,F,carol23@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(555) 712-7520,"9163 Park Avenue, New York, CA 22151"
19870,MR.,JAMES,MARTIN,10/17/1949,M,M,james87@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y,(789) 215-6690,"1739 Elm Street, Los Angeles, CA 45761"
19871,MR.,BRYCE,RIVERA,3/17/1949,S,M,bryce16@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(555) 358-1168,"9158 Elm Street, New York, IL 46025"
19872,MRS.,FAITH,FOSTER,3/26/1950,M,F,faith15@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,N,(123) 779-8769,"5251 Main Street, Los Angeles, IL 34819"
19873,MR.,DYLAN,THOMAS,08/03/1950,S,M,dylan41@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y,(789) 596-6427,"3654 Park Avenue, New York, NY 70529"
19874,MRS.,SARA,ROGERS,3/26/1950,M,F,sara21@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y,(555) 484-9316,"9849 Elm Street, New York, IL 45405"
19875,MR.,PATRICK,JAMES,5/19/1950,M,M,patrick5@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(555) 437-3194,"9409 Main Street, Chicago, NY 49993"
19876,MR.,NATHAN,EDWARDS,6/13/1950,M,M,nathan31@adventure-works.com,"$60,000 ",2,Partial College,Professional,N,(555) 901-4394,"9231 Main Street, New York, CA 53476"
19877,MR.,STEVE,ZHENG,4/23/1950,M,M,steve22@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(555) 728-8792,"845 Park Avenue, New York, IL 78381"
19878,MRS.,MORGAN,JACKSON,7/27/1950,M,F,morgan34@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(789) 948-3502,"4406 Park Avenue, Los Angeles, CA 79743"
19879,MR.,IAN,GREEN,5/17/1950,M,M,ian29@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(789) 193-4105,"4072 Main Street, New York, CA 97706"
19880,MRS.,EMMA,BENNETT,5/16/1950,M,F,emma49@adventure-works.com,"$70,000 ",4,Partial College,Professional,N,(555) 149-1997,"7637 Main Street, Los Angeles, NY 61397"
19881,MR.,AIDAN,LONG,4/21/1950,M,M,aidan10@adventure-works.com,"$80,000 ",3,Bachelors,Management,Y,(123) 973-9317,"1787 Main Street, Los Angeles, IL 47054"
19882,MR.,RICHARD,PHILLIPS,6/23/1950,S,M,richard34@adventure-works.com,"$80,000 ",3,Bachelors,Management,Y,(555) 379-9298,"8798 Elm Street, Chicago, CA 83600"
19883,MR.,KEVIN,YOUNG,10/18/1950,M,M,kevin53@adventure-works.com,"$80,000 ",3,Bachelors,Management,Y,(123) 356-3740,"4026 Main Street, Los Angeles, CA 16856"
19884,MR.,JAMES,SIMMONS,04/09/1951,M,M,james31@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(123) 691-9356,"2795 Main Street, New York, NY 76191"
19885,MR.,ISAAC,TURNER,9/22/1951,S,M,isaac27@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(789) 569-9602,"9078 Main Street, New York, CA 40348"
19886,MR.,MARCUS,BUTLER,08/02/1951,M,M,marcus64@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(123) 198-7038,"4590 Elm Street, Chicago, NY 91649"
19887,MRS.,OLIVIA,WALKER,12/18/1951,M,F,olivia22@adventure-works.com,"$60,000 ",2,Partial College,Professional,N,(789) 795-5838,"6215 Park Avenue, Los Angeles, NY 11389"
19888,MR.,CARSON,WASHINGTON,01/03/1951,S,M,carson12@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(555) 556-9229,"4309 Main Street, Los Angeles, CA 39955"
19889,MRS.,CATHERINE,SANDERS,6/21/1952,S,F,catherine4@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,N,(123) 750-2520,"8998 Elm Street, Chicago, NY 67928"
19890,MR.,LEE,ALVAREZ,8/22/1952,S,M,lee2@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,Y,(123) 860-4371,"5898 Elm Street, New York, CA 35509"
19891,MRS.,JENNIFER,MORGAN,11/16/1952,M,F,jennifer58@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(555) 596-2250,"4413 Main Street, Los Angeles, CA 48658"
19892,MR.,RICHARD,CAMPBELL,5/23/1952,M,M,richard35@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(123) 473-9632,"885 Main Street, Los Angeles, IL 74834"
19893,MR.,EVAN,BAKER,2/22/1952,S,M,evan32@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(555) 518-5404,"604 Park Avenue, Los Angeles, NY 84057"
19894,MR.,ELIJAH,SHARMA,7/13/1952,S,M,elijah4@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(789) 850-2304,"7709 Elm Street, Los Angeles, IL 33866"
19895,MR.,RICKY,JIMENEZ,2/23/1952,M,M,ricky5@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(555) 295-7241,"9794 Park Avenue, Chicago, NY 33135"
19896,MRS.,KAITLYN,THOMAS,2/16/1952,M,F,kaitlyn33@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(555) 620-8588,"916 Park Avenue, Chicago, IL 41900"
19897,MRS.,GABRIELLA,NELSON,04/07/1953,S,F,gabriella32@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(555) 260-1592,"4911 Main Street, New York, CA 77767"
19898,MRS.,DESIREE,SERRANO,05/10/1958,S,F,desiree13@adventure-works.com,"$130,000 ",2,Bachelors,Management,N,(789) 548-8454,"621 Park Avenue, Chicago, CA 97002"
19899,MR.,MARCUS,RICHARDSON,3/19/1957,M,M,marcus85@adventure-works.com,"$110,000 ",2,Partial College,Professional,Y,(123) 244-9904,"8904 Park Avenue, New York, NY 88442"
19900,MRS.,ZOE,RICHARDSON,02/08/1957,M,F,zoe8@adventure-works.com,"$120,000 ",2,High School,Professional,Y,(123) 402-8137,"9309 Park Avenue, New York, CA 77500"
19901,MR.,RONALD,SARA,10/23/1957,M,M,ronald12@adventure-works.com,"$130,000 ",3,Partial College,Professional,Y,(555) 695-2469,"5694 Main Street, Chicago, NY 56560"
19902,MR.,JOHNNY,PAL,09/12/1956,M,M,johnny13@adventure-works.com,"$100,000 ",2,Partial College,Professional,Y,(789) 909-9580,"7809 Park Avenue, Chicago, CA 33251"
19903,MR.,MARCUS,NELSON,12/04/1956,S,M,marcus37@adventure-works.com,"$100,000 ",2,High School,Professional,Y,(123) 578-8911,"1044 Main Street, Los Angeles, NY 47743"
19904,MRS.,JASMINE,GRAY,3/14/1956,M,F,jasmine34@adventure-works.com,"$120,000 ",3,High School,Professional,Y,(555) 500-6565,"654 Main Street, Los Angeles, NY 54506"
19905,MRS.,CHELSEA,FERNANDEZ,10/21/1956,S,F,chelsea17@adventure-works.com,"$170,000 ",3,Partial College,Professional,N,(789) 430-8677,"4198 Main Street, New York, CA 94547"
19906,MR.,ARMANDO,MUÑOZ,05/03/1956,M,M,armando7@adventure-works.com,"$170,000 ",3,High School,Professional,Y,(555) 129-4631,"2448 Elm Street, New York, IL 91594"
19907,MR.,BRUCE,DIAZ,10/05/1955,M,M,bruce25@adventure-works.com,"$100,000 ",2,High School,Professional,Y,(123) 969-3391,"5195 Main Street, Los Angeles, CA 22920"
19908,MRS.,PAMELA,PRASAD,07/08/1955,S,F,pamela12@adventure-works.com,"$100,000 ",2,High School,Professional,Y,(789) 411-8683,"1844 Elm Street, Los Angeles, NY 42346"
19909,MR.,GEOFFREY,CHANDRA,03/09/1955,M,M,geoffrey2@adventure-works.com,"$110,000 ",3,Partial College,Professional,Y,(555) 640-3969,"1402 Park Avenue, Chicago, CA 76478"
19910,,ORLANDO,RUBIO,06/04/1955,M,,orlando21@adventure-works.com,"$130,000 ",3,Partial College,Professional,Y,(789) 724-8318,"3854 Elm Street, Los Angeles, NY 37133"
19911,MRS.,VALERIE,CHEN,7/19/1955,S,F,valerie3@adventure-works.com,"$130,000 ",3,Partial College,Professional,N,(123) 607-8471,"2207 Park Avenue, Los Angeles, CA 39412"
19912,MRS.,TARA,XIE,06/01/1955,M,F,tara3@adventure-works.com,"$160,000 ",2,High School,Professional,Y,(555) 163-8729,"7085 Park Avenue, Los Angeles, IL 93399"
19913,MRS.,JENNIFER,PEREZ,06/05/1944,M,F,jennifer14@adventure-works.com,"$70,000 ",5,High School,Professional,Y,(123) 155-5038,"8237 Park Avenue, Los Angeles, IL 89528"
19914,MR.,WILLIE,MA,4/27/1944,M,M,willie14@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y,(123) 850-3529,"8967 Elm Street, Los Angeles, CA 40588"
19915,MRS.,CLAUDIA,MCDONALD,9/20/1944,M,F,claudia10@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,(789) 509-5479,"9448 Elm Street, New York, NY 21509"
19916,MRS.,KATIE,XIE,12/06/1944,M,F,katie6@adventure-works.com,"$170,000 ",3,Graduate Degree,Management,Y,(789) 903-1670,"4635 Park Avenue, Los Angeles, NY 66776"
19917,MRS.,JENNY,CHANDER,02/08/1944,M,F,jenny38@adventure-works.com,"$170,000 ",3,Bachelors,Management,Y,(123) 383-1268,"6042 Park Avenue, New York, CA 17300"
19918,MRS.,JOY,ALONSO,4/19/1944,M,F,joy9@adventure-works.com,"$170,000 ",4,Bachelors,Management,Y,(123) 670-9454,"5177 Elm Street, New York, CA 87645"
19919,MRS.,REBEKAH,JOHNSEN,7/21/1945,M,F,rebekah25@adventure-works.com,"$150,000 ",3,Graduate Degree,Management,Y,(555) 543-9828,"714 Park Avenue, New York, NY 95534"
19920,MRS.,MEREDITH,SANCHEZ,04/09/1946,S,F,meredith20@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y,(123) 518-8141,"2378 Elm Street, Chicago, IL 20495"
19921,MRS.,CARA,CAI,02/05/1946,S,F,cara17@adventure-works.com,"$110,000 ",3,Bachelors,Management,Y,(789) 142-7695,"1524 Main Street, Chicago, CA 19112"
19922,MRS.,NANCY,GONZALEZ,10/25/1954,S,F,nancy22@adventure-works.com,"$90,000 ",4,High School,Professional,Y,(123) 847-5385,"923 Park Avenue, Los Angeles, NY 40322"
19923,MR.,JOE,PRASAD,11/03/1954,M,M,joe12@adventure-works.com,"$100,000 ",3,High School,Professional,Y,(789) 631-2978,"7003 Park Avenue, New York, NY 82795"
19924,MR.,DOUGLAS,PEREZ,4/20/1954,M,M,douglas25@adventure-works.com,"$120,000 ",2,Partial High School,Professional,Y,(123) 940-3750,"3228 Park Avenue, New York, CA 22139"
19925,MRS.,MADISON,JENKINS,11/14/1954,M,F,madison42@adventure-works.com,"$130,000 ",3,Partial College,Professional,Y,(555) 301-2073,"740 Park Avenue, New York, NY 59874"
19926,MRS.,ALEXANDRIA,DIAZ,05/06/1954,M,F,alexandria22@adventure-works.com,"$130,000 ",3,Partial College,Professional,N,(123) 306-6100,"1319 Elm Street, Los Angeles, IL 81665"
19927,MR.,RUBEN,FERNANDEZ,7/26/1954,M,M,ruben17@adventure-works.com,"$170,000 ",5,High School,Professional,Y,(123) 803-2609,"7455 Main Street, New York, NY 24019"
19928,MS.,JAIME,SANZ,06/04/1954,M,F,jaime22@adventure-works.com,"$170,000 ",0,High School,Professional,Y,(123) 479-4013,"6395 Main Street, Los Angeles, CA 63321"
19929,MR.,DALE,CHANDER,9/16/1953,M,M,dale13@adventure-works.com,"$100,000 ",3,Bachelors,Management,Y,(789) 587-4762,"8003 Elm Street, New York, IL 66579"
19930,MR.,TONY,TANG,08/06/1953,M,M,tony7@adventure-works.com,"$110,000 ",2,Partial College,Professional,N,(555) 591-3033,"582 Main Street, New York, IL 36587"
19931,MR.,DARRYL,XU,11/22/1953,M,M,darryl12@adventure-works.com,"$120,000 ",2,Bachelors,Management,N,(123) 214-1208,"9701 Main Street, Los Angeles, NY 39477"
19932,MR.,JAVIER,SANZ,7/25/1952,S,M,javier13@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,(789) 480-1607,"2783 Elm Street, Los Angeles, IL 58556"
19933,MRS.,NICHOLE,DENG,2/16/1952,M,F,nichole1@adventure-works.com,"$120,000 ",4,Partial College,Professional,Y,(789) 987-4981,"7468 Park Avenue, Los Angeles, IL 53431"
19934,MR.,NEIL,BLANCO,6/27/1951,M,M,neil14@adventure-works.com,"$80,000 ",5,High School,Professional,Y,(123) 173-9184,"2198 Elm Street, Chicago, CA 46448"
19935,MR.,CLINTON,NAVARRO,12/22/1951,M,M,clinton7@adventure-works.com,"$100,000 ",3,Partial College,Professional,Y,(555) 950-3825,"7814 Elm Street, New York, NY 10849"
19936,MR.,COREY,LUO,09/12/1950,M,M,corey5@adventure-works.com,"$100,000 ",3,Partial College,Management,Y,(123) 914-4786,"9618 Park Avenue, Los Angeles, CA 25104"
19937,MR.,JIMMY,GOMEZ,12/20/1950,S,M,jimmy3@adventure-works.com,"$100,000 ",3,Partial College,Management,Y,(789) 734-4964,"6381 Park Avenue, Chicago, NY 63093"
